epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,1066.89,0.54862,0.35102,0.986,0.92025,0.89039,0.95014,0.79766,0.82252,0.45095,1.192,5.8915e-05,5.8915e-05,5.8915e-05
85,1079.61,0.53557,0.34643,0.97451,0.92183,0.92014,0.95381,0.80124,0.84103,0.45265,1.20808,5.842e-05,5.842e-05,5.842e-05
86,1092.32,0.51316,0.32321,0.96327,0.93959,0.89531,0.94462,0.8046,0.81606,0.45409,1.18751,5.7925e-05,5.7925e-05,5.7925e-05
87,1105.01,0.52245,0.3225,0.97388,0.9082,0.89507,0.94315,0.80811,0.83083,0.4675,1.19424,5.743e-05,5.743e-05,5.743e-05
88,1117.72,0.50273,0.30345,0.95195,0.87706,0.90781,0.94712,0.80359,0.82356,0.46103,1.20394,5.6935e-05,5.6935e-05,5.6935e-05
89,1130.42,0.5278,0.32206,0.9677,0.88705,0.91799,0.94054,0.7921,0.82273,0.45968,1.21132,5.644e-05,5.644e-05,5.644e-05
90,1143.17,0.5202,0.3207,0.97711,0.94305,0.88294,0.93312,0.77265,0.85202,0.49371,1.2093,5.5945e-05,5.5945e-05,5.5945e-05
91,1155.87,0.51691,0.32863,0.97242,0.93207,0.89106,0.93359,0.79228,0.82327,0.4979,1.20358,5.545e-05,5.545e-05,5.545e-05
92,1168.55,0.51777,0.31659,0.95969,0.90889,0.91269,0.94364,0.80078,0.82835,0.47225,1.20777,5.4955e-05,5.4955e-05,5.4955e-05
93,1181.26,0.50575,0.32148,0.96215,0.92538,0.8814,0.93976,0.80211,0.81855,0.49153,1.20472,5.446e-05,5.446e-05,5.446e-05
94,1193.97,0.49972,0.31443,0.95742,0.94678,0.9239,0.9473,0.79471,0.84955,0.46633,1.23357,5.3965e-05,5.3965e-05,5.3965e-05
95,1206.67,0.50124,0.31161,0.96429,0.91767,0.91059,0.93937,0.80691,0.80276,0.4569,1.1991,5.347e-05,5.347e-05,5.347e-05
96,1219.36,0.50002,0.30834,0.95808,0.91745,0.90541,0.94569,0.80308,0.80735,0.44947,1.18023,5.2975e-05,5.2975e-05,5.2975e-05
97,1232.06,0.50603,0.3187,0.95848,0.93531,0.92058,0.94876,0.79563,0.81141,0.43404,1.1973,5.248e-05,5.248e-05,5.248e-05
98,1244.77,0.50352,0.32149,0.95909,0.92325,0.91868,0.93861,0.78672,0.82239,0.44655,1.22145,5.1985e-05,5.1985e-05,5.1985e-05
99,1257.46,0.48864,0.31485,0.96294,0.90093,0.90331,0.94174,0.80608,0.80785,0.47316,1.18694,5.149e-05,5.149e-05,5.149e-05
100,1270.14,0.48939,0.31107,0.95554,0.91712,0.9045,0.94112,0.80618,0.80896,0.461,1.18247,5.0995e-05,5.0995e-05,5.0995e-05
101,1282.83,0.48943,0.3109,0.96246,0.92478,0.90231,0.93481,0.79063,0.81713,0.47777,1.20626,5.05e-05,5.05e-05,5.05e-05
102,1295.55,0.4956,0.293,0.95906,0.90503,0.91924,0.94012,0.79206,0.82102,0.43589,1.21644,5.0005e-05,5.0005e-05,5.0005e-05
103,1308.25,0.49156,0.32078,0.94945,0.91426,0.90219,0.93313,0.78574,0.82354,0.47611,1.2112,4.951e-05,4.951e-05,4.951e-05
104,1320.94,0.48603,0.31272,0.95703,0.92517,0.92466,0.94759,0.79831,0.80744,0.44634,1.20477,4.9015e-05,4.9015e-05,4.9015e-05
105,1333.65,0.49,0.31304,0.95931,0.93214,0.86076,0.9314,0.79176,0.81589,0.46744,1.23035,4.852e-05,4.852e-05,4.852e-05
106,1346.36,0.47927,0.30007,0.94958,0.93358,0.91621,0.93581,0.79913,0.81228,0.44203,1.21907,4.8025e-05,4.8025e-05,4.8025e-05
107,1359.06,0.47114,0.2945,0.9541,0.88607,0.91164,0.93767,0.78301,0.82566,0.47433,1.21057,4.753e-05,4.753e-05,4.753e-05
108,1371.76,0.4658,0.29121,0.95009,0.87083,0.91828,0.93609,0.78749,0.81153,0.46422,1.21592,4.7035e-05,4.7035e-05,4.7035e-05
109,1384.46,0.46214,0.28923,0.94994,0.93483,0.91301,0.93743,0.79707,0.80885,0.45437,1.20426,4.654e-05,4.654e-05,4.654e-05
110,1397.18,0.4927,0.3107,0.9605,0.93108,0.92096,0.93224,0.79065,0.80568,0.4489,1.21811,4.6045e-05,4.6045e-05,4.6045e-05
111,1409.88,0.47703,0.30147,0.95077,0.93385,0.91289,0.93578,0.79404,0.82277,0.45485,1.2205,4.555e-05,4.555e-05,4.555e-05
112,1422.58,0.47828,0.29814,0.95581,0.92969,0.91451,0.93542,0.79005,0.8139,0.45167,1.19905,4.5055e-05,4.5055e-05,4.5055e-05
113,1435.28,0.46395,0.28844,0.94485,0.92327,0.91715,0.93293,0.78877,0.82248,0.4619,1.21139,4.456e-05,4.456e-05,4.456e-05
114,1448,0.44944,0.27109,0.94694,0.91574,0.92028,0.94343,0.79793,0.82775,0.46169,1.22532,4.4065e-05,4.4065e-05,4.4065e-05
115,1460.69,0.46824,0.29009,0.95034,0.94182,0.91214,0.94669,0.79977,0.8212,0.43835,1.21631,4.357e-05,4.357e-05,4.357e-05
116,1473.39,0.46059,0.28331,0.94262,0.94403,0.91405,0.94507,0.80636,0.79955,0.44503,1.1949,4.3075e-05,4.3075e-05,4.3075e-05
117,1486.1,0.46983,0.29906,0.96179,0.93291,0.91196,0.94062,0.79818,0.80693,0.43494,1.20805,4.258e-05,4.258e-05,4.258e-05
118,1498.81,0.46235,0.28769,0.95292,0.94529,0.92523,0.95317,0.80756,0.81325,0.42918,1.21601,4.2085e-05,4.2085e-05,4.2085e-05
119,1511.52,0.46117,0.29795,0.94041,0.92175,0.9081,0.94028,0.79982,0.8126,0.43534,1.22102,4.159e-05,4.159e-05,4.159e-05
