epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.5802,1.29275,2.81331,1.50365,0.67413,0.51214,0.55085,0.38914,1.01037,1.50893,1.30236,0.000363836,0.000363836,0.000363836
2,26.4097,1.11373,1.37468,1.3077,0.79909,0.41732,0.50731,0.3471,1.08995,3.15067,1.40872,0.000726901,0.000726901,0.000726901
3,39.1901,1.10031,1.19707,1.26313,0.35924,0.39887,0.37262,0.22511,1.46433,2.10967,1.6906,0.00108263,0.00108263,0.00108263
4,51.981,1.10624,1.18309,1.28215,0.81389,0.49356,0.63765,0.47406,1.03881,1.24502,1.38152,0.001078,0.001078,0.001078
5,64.8219,1.06674,1.05273,1.24427,0.34502,0.54267,0.38149,0.25305,1.46801,2.71478,1.69378,0.001067,0.001067,0.001067
6,77.6265,1.05528,1.02266,1.2456,0.58174,0.4852,0.61493,0.44327,1.03672,1.59375,1.34603,0.00105601,0.00105601,0.00105601
7,90.4256,1.025,0.96704,1.21439,0.88045,0.59929,0.74198,0.56626,0.96883,0.86187,1.26615,0.00104501,0.00104501,0.00104501
8,103.274,1.03643,0.91156,1.21884,0.62179,0.74852,0.77705,0.5919,0.93122,0.74911,1.23411,0.00103401,0.00103401,0.00103401
9,116.124,1.00622,0.89037,1.20365,0.88461,0.57453,0.86621,0.65082,1.00219,0.87154,1.29245,0.00102301,0.00102301,0.00102301
10,129.006,0.98233,0.8756,1.19268,0.74955,0.74102,0.80453,0.61452,0.94954,0.6991,1.23507,0.00101201,0.00101201,0.00101201
11,141.819,0.98464,0.8262,1.20338,0.74745,0.76644,0.80553,0.61231,0.95861,0.72534,1.22891,0.00100101,0.00100101,0.00100101
12,154.646,0.96543,0.77396,1.18355,0.52652,0.68256,0.60236,0.46577,0.88494,1.09842,1.18957,0.000990012,0.000990012,0.000990012
13,167.452,0.94237,0.80372,1.16323,0.83101,0.61338,0.7935,0.63319,0.8527,1.08597,1.15109,0.000979013,0.000979013,0.000979013
14,180.271,0.92457,0.76683,1.15701,0.80901,0.7643,0.83702,0.6471,0.94738,0.67482,1.21848,0.000968014,0.000968014,0.000968014
15,193.093,0.96838,0.78992,1.17617,0.91738,0.85338,0.94515,0.74535,0.91361,0.57296,1.18702,0.000957015,0.000957015,0.000957015
16,205.961,0.94552,0.74162,1.16995,0.91065,0.8383,0.9178,0.73193,0.88736,0.56237,1.16815,0.000946016,0.000946016,0.000946016
17,218.834,0.94127,0.74089,1.16822,0.85309,0.63111,0.76169,0.59223,0.90953,0.7082,1.19158,0.000935018,0.000935018,0.000935018
18,231.665,0.92344,0.73457,1.15671,0.88022,0.72615,0.82124,0.64459,0.90192,0.63628,1.20861,0.000924019,0.000924019,0.000924019
19,244.476,0.8809,0.67867,1.13143,0.82896,0.78647,0.88226,0.69798,0.94059,0.60454,1.24753,0.00091302,0.00091302,0.00091302
20,257.326,0.91053,0.69539,1.14868,0.86052,0.82304,0.90161,0.72568,0.85284,0.54347,1.16692,0.000902021,0.000902021,0.000902021
21,270.15,0.8903,0.67234,1.12821,0.90293,0.86873,0.93643,0.75614,0.87069,0.52752,1.17903,0.000891022,0.000891022,0.000891022
22,283.001,0.87597,0.63958,1.12753,0.82605,0.90231,0.93344,0.74685,0.84208,0.52533,1.15595,0.000880023,0.000880023,0.000880023
23,295.855,0.87982,0.66706,1.13429,0.81061,0.86644,0.89412,0.71454,0.90408,0.54977,1.19424,0.000869024,0.000869024,0.000869024
24,308.671,0.91223,0.66353,1.15368,0.94046,0.82472,0.92428,0.7547,0.85098,0.52181,1.15157,0.000858025,0.000858025,0.000858025
25,321.495,0.88111,0.64822,1.13457,0.81497,0.92945,0.94996,0.76721,0.88027,0.58986,1.19994,0.000847026,0.000847026,0.000847026
26,334.343,0.88066,0.66926,1.12142,0.7827,0.82604,0.89955,0.73215,0.86441,0.58551,1.17159,0.000836027,0.000836027,0.000836027
27,347.14,0.84716,0.6349,1.10644,0.91527,0.88372,0.94305,0.76606,0.84966,0.51782,1.16609,0.000825029,0.000825029,0.000825029
28,359.954,0.86412,0.62758,1.12126,0.82932,0.88265,0.94635,0.76871,0.85725,0.5494,1.16998,0.00081403,0.00081403,0.00081403
29,372.777,0.87521,0.6211,1.13373,0.867,0.74883,0.84961,0.66486,0.91336,0.62778,1.20355,0.000803031,0.000803031,0.000803031
30,385.556,0.85616,0.58806,1.11289,0.93673,0.83853,0.93389,0.76361,0.83063,0.53083,1.16614,0.000792032,0.000792032,0.000792032
31,398.365,0.85056,0.60835,1.11432,0.95012,0.84651,0.93435,0.76717,0.85324,0.4971,1.15477,0.000781033,0.000781033,0.000781033
32,411.121,0.84311,0.57519,1.10992,0.8233,0.82772,0.86484,0.70041,0.8405,0.5491,1.1497,0.000770034,0.000770034,0.000770034
33,423.897,0.82735,0.56487,1.09725,0.92596,0.86453,0.91324,0.77476,0.78488,0.51862,1.11448,0.000759035,0.000759035,0.000759035
34,436.681,0.85494,0.60201,1.11776,0.92643,0.90396,0.9546,0.79468,0.82836,0.46637,1.14809,0.000748036,0.000748036,0.000748036
35,449.47,0.83561,0.56219,1.10193,0.90099,0.83355,0.93482,0.77996,0.81727,0.51567,1.13819,0.000737037,0.000737037,0.000737037
36,462.224,0.83056,0.58017,1.11614,0.90552,0.90633,0.9359,0.78068,0.82537,0.46908,1.14251,0.000726038,0.000726038,0.000726038
37,474.97,0.81447,0.57636,1.09015,0.89778,0.87118,0.93921,0.77686,0.81929,0.48644,1.13223,0.00071504,0.00071504,0.00071504
38,487.817,0.82569,0.58584,1.10618,0.89913,0.89026,0.95997,0.79537,0.81599,0.48705,1.13226,0.000704041,0.000704041,0.000704041
39,500.634,0.83231,0.59097,1.11673,0.91449,0.8262,0.90293,0.74136,0.82929,0.55893,1.13894,0.000693042,0.000693042,0.000693042
40,513.37,0.79937,0.55725,1.08181,0.9223,0.86146,0.95021,0.79595,0.80394,0.47892,1.12522,0.000682043,0.000682043,0.000682043
41,526.168,0.80811,0.54958,1.08869,0.92246,0.87287,0.92809,0.76467,0.84715,0.50102,1.16481,0.000671044,0.000671044,0.000671044
42,538.919,0.80449,0.52443,1.08503,0.89946,0.88074,0.93843,0.77679,0.82751,0.48305,1.15442,0.000660045,0.000660045,0.000660045
43,551.666,0.82782,0.55516,1.09524,0.92323,0.87566,0.94019,0.77703,0.813,0.50102,1.13953,0.000649046,0.000649046,0.000649046
44,564.425,0.80941,0.55878,1.09166,0.90412,0.83488,0.9296,0.77102,0.83134,0.50289,1.14217,0.000638047,0.000638047,0.000638047
45,577.164,0.80658,0.52078,1.08361,0.93001,0.8599,0.93613,0.77964,0.80642,0.47212,1.11834,0.000627048,0.000627048,0.000627048
46,589.922,0.81673,0.54605,1.09263,0.9479,0.85921,0.9409,0.77966,0.84632,0.51787,1.15573,0.000616049,0.000616049,0.000616049
47,602.658,0.79227,0.52088,1.08786,0.936,0.85236,0.94319,0.78063,0.80915,0.4661,1.13331,0.000605051,0.000605051,0.000605051
48,615.409,0.79628,0.51309,1.08245,0.88573,0.84157,0.9117,0.74985,0.84305,0.53189,1.15381,0.000594052,0.000594052,0.000594052
49,628.156,0.77851,0.4965,1.07384,0.91875,0.86002,0.95198,0.78568,0.81179,0.45829,1.12987,0.000583053,0.000583053,0.000583053
50,640.895,0.76152,0.49725,1.06481,0.93255,0.87011,0.94743,0.79108,0.82526,0.4844,1.14533,0.000572054,0.000572054,0.000572054
51,653.693,0.77389,0.51589,1.06472,0.91381,0.87082,0.94591,0.76889,0.81085,0.48135,1.13589,0.000561055,0.000561055,0.000561055
