epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,1674.88,0.60274,0.37631,0.9941,0.93653,0.90893,0.94344,0.79359,0.82275,0.4352,1.16472,0.000368574,0.000368574,0.000368574
137,1687.17,0.59365,0.3796,0.99682,0.9039,0.93012,0.95155,0.81385,0.81876,0.44145,1.15425,0.000363075,0.000363075,0.000363075
138,1699.54,0.60342,0.36852,1.00684,0.8659,0.90947,0.92405,0.77743,0.8232,0.47329,1.1815,0.000357575,0.000357575,0.000357575
139,1711.85,0.57962,0.36978,0.99389,0.94193,0.90008,0.94029,0.79149,0.8015,0.43201,1.15759,0.000352076,0.000352076,0.000352076
140,1724.17,0.59735,0.37119,0.9971,0.93824,0.90825,0.93191,0.78127,0.82765,0.44589,1.18393,0.000346576,0.000346576,0.000346576
141,1736.64,0.58319,0.35714,0.99327,0.92913,0.88175,0.92348,0.78576,0.81226,0.44402,1.1704,0.000341077,0.000341077,0.000341077
142,1748.95,0.57023,0.35896,0.98152,0.93333,0.92058,0.93361,0.79781,0.80412,0.44842,1.15061,0.000335578,0.000335578,0.000335578
143,1761.27,0.59319,0.36908,1.0019,0.92686,0.92294,0.93928,0.79719,0.81049,0.43823,1.14939,0.000330078,0.000330078,0.000330078
144,1773.57,0.59458,0.35792,0.99783,0.94293,0.89603,0.93668,0.79412,0.81724,0.43494,1.15716,0.000324579,0.000324579,0.000324579
145,1785.86,0.57175,0.35877,0.98757,0.92262,0.89419,0.93376,0.79048,0.81545,0.45237,1.16162,0.000319079,0.000319079,0.000319079
146,1798.19,0.59151,0.35804,0.99992,0.91446,0.924,0.9379,0.79695,0.8086,0.44293,1.16973,0.00031358,0.00031358,0.00031358
147,1810.46,0.5664,0.35843,0.98467,0.92731,0.89721,0.9268,0.77632,0.83621,0.45533,1.19277,0.00030808,0.00030808,0.00030808
148,1822.78,0.58491,0.35794,0.99176,0.928,0.90084,0.93353,0.78022,0.8229,0.47307,1.17565,0.000302581,0.000302581,0.000302581
149,1835.12,0.55934,0.34711,0.98858,0.94424,0.8877,0.9319,0.79161,0.81688,0.46036,1.17593,0.000297081,0.000297081,0.000297081
150,1847.48,0.55602,0.33583,0.9923,0.92554,0.91386,0.94083,0.80412,0.80621,0.43571,1.1753,0.000291582,0.000291582,0.000291582
